order_id,product_id,customer_id,quantity,total_price,order_date
388601,23,c64613c1-6c11-4963-bffa-3ce7da14819a,5,177.18,2025-04-22
162354,50,b6aa6011-a71b-4c34-888b-364dc72c535d,3,339.86,2025-06-25
631809,58,964a0e04-c74b-4f0a-b132-ff09d57a563b,3,266.97,2025-06-22
390310,48,8b7b1c5b-0fac-4491-b1a8-398da6299ea8,4,411.7,2025-02-28
781637,82,a0894d8f-5538-4efc-830d-00ee38e1d61a,5,177.04,2025-04-09
483996,27,54c908a9-c367-4884-b1c6-2feb2bfdee04,2,483.08,2025-01-22
526018,1,c4a56b86-f2ef-4d58-be0f-eadecb22ef66,1,145.08,2025-02-21
618632,1,39a2bf16-3c51-4b5d-b90c-7027a60cbe47,5,405.65,2025-01-20
918037,29,d788c32f-df41-4bf2-b74c-65165446b090,2,398.04,2025-04-11
509193,89,e4aa2f3e-0cab-493b-9a5d-de3c45c26250,2,423.03,2025-04-10
478210,63,23f4af6c-93cc-43ab-b044-72f48e17a05f,5,350.06,2025-04-22
599866,5,8568479e-28f8-4d77-9b7e-249be7d63e48,5,395.24,2025-05-14
481325,33,71213c17-e45d-4d09-bf2c-879a38ae9048,1,335.37,2025-05-31
774379,14,05dd2691-6917-4cf7-9385-628d3c277f38,2,148.19,2025-06-15
809389,11,4cca532c-c81b-4ceb-999c-e70b2910ecfe,4,469.96,2025-05-03
848013,24,a1f8e846-8f23-496c-b718-59c17eba4d37,1,42.15,2025-05-17
962986,86,745ccd5c-9f4b-49ab-86cc-73e7c93c1547,5,413.3,2025-07-12
874778,51,b66982e8-08a0-4764-99c9-d216f531c1e6,1,119.18,2025-05-01
245066,17,df6f905b-db2f-4b2e-8e2a-bbb1df5f4ad5,1,223.95,2025-06-18
148085,23,da2ac04b-b3a6-4c3e-a788-6fa5552e1bab,2,358.67,2025-06-09
406693,24,4f68541c-cde2-4b23-ac76-80d5acd85d59,2,272.61,2025-06-23
252754,33,232ab10b-c983-4cdf-95a7-02f20dcabf64,4,190.14,2025-02-04
806284,20,e4020d3f-0fdd-467c-a1da-79338d3b3500,3,134.17,2025-02-06
971640,16,ff2a1749-5229-410b-95c9-38f184bbc771,3,419.45,2025-01-25
797447,45,13f5eca6-a7af-4330-95e2-27bed0b5bf33,4,257.99,2025-07-03
899916,72,feba3f5f-7192-4311-814d-b6098ee7a9b0,1,342.54,2025-07-04
275362,84,6fb11657-ffcf-4c5d-8c88-a0118bb4999c,5,165.37,2025-01-31
858777,39,f4e2c554-a502-4c11-8666-cd483b932a44,1,476.9,2025-03-09
582774,36,6ad3281b-e6c4-48d5-8ca3-8488d4256b7e,2,459.7,2025-01-21
580118,69,e5dc3005-5924-4925-8fea-e2a1992d9475,3,238.3,2025-02-18
843601,48,20403d6b-f35f-4f57-ae17-15302630a54c,4,151.87,2025-02-17
283734,1,d9554b60-fc1e-4a64-8716-58b90c3dae81,2,316.73,2025-04-07
701473,88,d21c814d-847e-4c35-9e0e-5d72ef6a93ce,5,285.81,2025-02-22
904784,12,bc00ef4a-cd62-4c18-995d-baef73caa39e,4,337.8,2025-06-12
191085,34,1f7cfd7f-64c4-4f56-9020-a35ecb872d05,1,244.45,2025-02-25
507493,56,0c567b13-014f-45f7-a63a-d25015eecd3f,3,344.68,2025-06-16
546598,66,eed319af-74d7-4427-b3f8-0abc8ead7e0b,5,56.66,2025-05-07
387307,14,99e1b4b1-f128-48db-aa39-8b0f07e535f2,5,43.99,2025-02-06
701530,26,41ba05b7-505d-43bc-9d0d-4e0e3cdf881b,2,173.9,2025-03-01
314332,86,bbe75074-b5b7-4c4a-90c2-81fc5c041c1d,3,71.85,2025-03-02
955973,40,3f1dcc7b-4b61-4a73-a5d4-ef71b8ce8243,1,78.99,2025-07-12
831165,95,ddf1e24d-3e93-4c14-988f-e526f651fb11,3,114.13,2025-02-27
343392,72,00aa207f-b67c-4647-ba2d-1d4cdcc45468,4,299.01,2025-05-04
983011,99,0a94aacb-cc7d-44ca-b256-6e0219518907,1,168.69,2025-02-14
733391,68,27ed2b78-fbcc-4eae-8e05-a5ae4151cef5,5,377.49,2025-03-12
800504,23,5c58665b-61ed-4f43-b7bd-e38b7fcc36a8,2,351.26,2025-01-20
986639,31,626750e6-44bc-4f6a-ac69-1e9e4773a45b,4,408.07,2025-06-12
430585,33,61ce7e31-9a9f-497c-9155-e1f0ace6a2bc,3,276.56,2025-05-12
277871,74,b0dff409-8b34-4b18-a748-20ad9be1dfbc,5,177.23,2025-05-28
577900,5,02071bfc-2f27-4fed-9f35-7aacd7c38f22,4,318.68,2025-02-06
177263,94,c4b602a5-f591-4b1e-9905-4a25284f077a,5,346.22,2025-05-06
673078,70,bd0041f1-48e5-4c07-a9f1-81f91e15d4ef,4,48.67,2025-02-28
643191,29,ffd2a3aa-59d0-45c8-ad85-5d3a1637918e,1,475.94,2025-01-23
204415,5,e8f0cad4-3c60-46a9-9904-5baf07f7a819,5,437.73,2025-05-16
827455,92,eba7be62-a62d-4771-b5a1-547c11f8199f,4,25.28,2025-06-05
893474,71,f305d058-5900-4432-9991-0534626717d9,3,342.46,2025-03-29
460946,78,39bb8a23-a940-43c6-855c-d3698efc6079,1,16.34,2025-05-10
630272,31,1736655f-10a8-4997-b221-9ab9f28e5531,5,266.48,2025-07-03
176476,25,bd30def0-63a3-4f92-918c-762c962cf9da,5,246.71,2025-02-15
891644,38,08d05e2e-0ffa-4b9f-82d0-4c73f8c4ab27,5,397.73,2025-06-03
272748,19,842b168b-67c8-41c5-b6b4-5519aa009799,2,316.21,2025-02-14
596337,85,30844920-e34d-4cfb-a887-7e18da48e0ec,3,36.33,2025-02-06
677206,78,fd22325b-f78d-486e-93af-240017d428d9,5,175.82,2025-03-06
669727,3,de192442-6011-4104-9bc5-18d4f4ca0944,5,171.71,2025-06-09
309828,65,cc5d390e-2ac0-410d-88d5-adedf89b4e6b,5,262.0,2025-03-16
712944,41,02eb0adc-8c76-4dde-92ae-bad1d82ad29a,4,286.5,2025-04-25
664433,98,c0cdc538-e679-4b85-b2bf-3228bf4a7c84,5,192.27,2025-07-15
639327,32,c589d966-71f4-4b7a-a0ff-92c6932ac90f,3,195.55,2025-01-21
312752,10,7eb083f0-afc2-48be-a80f-1344a775e7ac,2,37.25,2025-06-16
534114,91,9b47bcb5-ead8-47b5-8cee-81f3acba469f,1,373.02,2025-01-17
174039,41,283101b9-03a3-4cdd-8de9-10ac733164d1,5,137.82,2025-03-15
852969,24,ec0c1420-95be-4836-8ddb-f9027bd9401c,2,340.92,2025-06-02
515049,60,3fb54ee4-586e-4d2e-a7ae-39f83eba7abb,1,46.34,2025-04-24
972638,79,0d557bd3-9f32-48fa-b852-72c70fdb0584,1,101.89,2025-02-04
550387,89,a6bad7e3-ac5f-44d3-86ee-5d5558d88678,2,155.88,2025-02-15
371825,30,760f3eeb-88ac-4eb6-a1b3-117c9aad3b76,5,459.91,2025-04-18
465577,71,1fcc40aa-53af-4b54-85f0-2f2d46c9cd39,5,189.02,2025-01-25
683696,79,e6de5c0b-990c-4599-96e9-39107f9a8cf8,5,269.5,2025-04-07
736666,13,583e5b29-1038-4215-a781-f300b90076aa,5,321.61,2025-03-19
989764,8,658c79f3-d0f1-4249-8bbe-5389233596f9,1,378.94,2025-07-04
525478,89,ee79f77e-f868-43ef-973b-c8903e4e73c0,5,199.92,2025-06-22
877595,63,cd52982a-c8e4-444f-bbb6-51b7f037d05b,2,108.15,2025-01-14
732717,88,80fd2675-b049-438a-aaf7-c399867fe4cd,4,69.84,2025-06-01
246669,51,74464e47-ca66-4e1e-b2b2-8d04e2407ec4,1,193.38,2025-06-18
633377,40,bfdbe65e-7fe7-4f05-88fd-871e35cc441a,5,84.02,2025-05-02
817832,80,fc726ce0-5039-4e06-aaee-f4962267fd2a,3,31.67,2025-05-22
592541,17,e5a75d9b-9c98-481c-b643-8e35664199fe,1,367.78,2025-03-26
949161,62,279a57ed-1f4a-46f7-9fd5-30207a2f073c,5,224.2,2025-07-03
876653,54,14c29571-b585-49a8-b121-e08c570ce28f,5,78.22,2025-04-21
358728,38,97251e7b-1cfa-4c04-a807-74217c934d6e,4,149.0,2025-04-05
715067,12,cbfbbee4-b617-4996-b12c-31b527b66505,3,400.21,2025-04-27
534257,55,9fc554ff-08f9-4250-a4e2-0d1f11bf2282,4,264.27,2025-05-13
160538,85,bbf08a20-6d68-4100-8dea-c0aecae6aee9,4,135.21,2025-04-15
463579,34,17e56e53-efb6-4a94-9c52-82c44ba1ade4,3,44.85,2025-01-25
698632,16,6669df1a-a0b3-4264-95b9-27bf115b5d86,5,211.4,2025-06-07
239247,91,7b690833-2b37-45b4-ac63-98579e90a942,5,183.91,2025-02-14
500315,85,dc77331c-83a1-4546-ae82-80cc6e3b7692,3,339.71,2025-03-15
725569,95,46198eee-fae4-44fa-acce-c793969f7526,3,342.29,2025-05-04
879304,90,7004a112-3ee3-4614-b3cc-1ff4db36fce0,1,220.15,2025-02-14
376875,92,32aab757-38dc-420b-bfce-2a796aad0e3c,1,143.3,2025-02-26
111206,43,a6a648bc-627e-406b-b075-c8427d75d73a,1,187.88,2025-06-13
765825,1,d76627e8-f894-4a81-89b2-66a145e93d92,4,411.02,2025-04-15
277994,94,9b538fee-154a-4090-8960-ad1d72c32e29,4,397.32,2025-03-17
856855,87,ad9afec9-e2a5-4b89-a593-5b7cc53bbd27,4,202.63,2025-02-14
258778,29,e2b0807d-4ef5-46d7-aabf-7d0e16de56fc,2,103.75,2025-01-28
785228,99,d82a2a73-86bd-46ff-b20a-00b515fcf938,3,75.12,2025-03-31
677315,42,7a9ebe27-66f5-40e3-a676-4cf678a0eac4,1,221.03,2025-03-25
352252,32,f97a2db1-d751-41b2-9d5a-bd68085bcbed,2,200.04,2025-01-16
336193,78,1440e352-5144-4472-9e69-92f6bae94173,1,392.85,2025-06-30
472918,80,2c8269d5-640e-4c2d-9725-14b777ccb2ca,1,141.76,2025-03-28
529377,63,665b507e-620b-4855-ae5e-6ddadc9b5d92,5,438.68,2025-02-28
410374,60,866d2a15-7669-4023-9222-01daae58ac3e,2,44.05,2025-03-28
991491,7,1da18151-486f-4670-98bd-577a8b7b6b12,4,108.84,2025-05-18
171070,84,4fbf4896-82d7-4dd7-935f-c90215cfc0f6,2,99.74,2025-02-02
955851,2,098f8eab-9fa5-4271-90da-296cebe90a99,2,431.3,2025-04-13
658312,65,00cc6201-b24b-4b4c-b640-bdaebe40f651,1,46.12,2025-01-25
800503,74,f97e1d5e-1d64-4ad9-8ec4-3f6c1629a702,2,128.45,2025-04-24
168689,49,d4eed71c-021b-4a65-8339-bc2bd865dd49,5,71.4,2025-04-21
930488,54,01cadbab-7356-40f3-ac61-e59281ccdc9b,5,452.41,2025-03-17
860264,1,0b61680c-240d-4b28-8cfe-691b02ec816b,1,404.52,2025-03-12
371550,43,ee578f28-f6bb-4301-99c5-6fdc90131443,5,193.45,2025-03-02
638516,71,cc9b6f79-581c-4e68-a11f-ef66c2f0876f,5,357.42,2025-05-12
455130,12,0d70f25d-3bf4-4495-845c-8b10291ee7bb,1,10.06,2025-05-17
103158,37,585ee325-55f7-4da1-8e3f-ec2c55f42cfa,3,469.55,2025-03-15
559378,11,7b507cc6-3872-488d-9800-649e33756fd5,4,59.32,2025-02-25
926372,52,f888b1af-f912-49a6-83cb-d601e3eaf822,2,13.95,2025-04-04
868734,48,17e14e53-5381-4637-b0ac-f7ae854da475,4,198.15,2025-03-13
954017,84,723ea5f8-0dcd-4909-9dd6-36cf61819041,3,143.55,2025-04-29
663440,66,629cb5e9-bbf0-4742-9e81-1757fb2413d4,5,368.34,2025-01-18
694134,91,8a7f20d8-be3c-40b9-9187-eef5eeb71d6e,5,79.18,2025-04-22
659735,75,149d7197-06d9-4a3e-b87e-94125b450d15,3,269.32,2025-05-17
331073,28,5b10b028-692f-44d7-bb04-841905f7c685,3,280.79,2025-04-05
825324,29,608046ac-607e-4b41-986f-68a871e76831,4,54.48,2025-07-01
567465,45,e6c65e1f-33c9-4222-8c09-af842072973e,4,87.86,2025-06-05
613120,79,25040e88-3f03-4dbc-95be-410111b9f851,5,47.41,2025-07-06
470719,63,9ed26a3e-fa2b-4771-81b4-0d166a4d72c4,1,477.66,2025-05-26
416574,55,1712c94b-93cd-46cc-9d26-70f020ead74c,1,58.58,2025-04-28
680141,17,72bd5773-31d2-472c-a3e7-73652ee91125,5,378.12,2025-03-04
275650,45,5fe20e94-c985-436d-814d-0a547408d776,1,491.97,2025-06-27
195128,68,dd421562-db96-4957-8b9a-1590706840b8,5,433.43,2025-06-15
446654,84,255d0574-f7e6-410e-89df-47bc1a4b473f,5,31.02,2025-01-31
547939,69,c53bdb19-14fd-4cfd-9e2d-e2a38687e339,3,466.21,2025-06-03
699241,20,b0724b99-f9c9-480f-b424-363f7532870b,4,370.02,2025-03-10
808921,32,7d72e616-da6a-44e5-9d18-0c0cfdfa08af,1,43.88,2025-06-25
126167,5,bb71a0b2-fd82-4677-8927-9782653ad36e,4,347.91,2025-03-29
235402,76,2bc115f5-71a6-495e-9e2b-1b7d1423dabd,5,318.91,2025-05-20
612038,46,51a9822e-ea1f-4ce6-9ffb-1b78721641ca,5,149.14,2025-01-26
930931,42,41b3a743-d43c-4f04-9daa-81a7a764e965,2,384.87,2025-04-10
265146,99,813a65ca-0052-4d34-8ff0-1645bbb25f3f,4,276.07,2025-06-18
871568,99,630298db-4948-403a-9414-5a696b5834ff,4,299.86,2025-03-25
928951,27,d043386f-1bca-4c7d-ba1a-c48f8cb8a1b9,2,295.01,2025-06-20
579148,16,85edd0bd-861f-4c16-94d9-6e30b87b9510,3,74.17,2025-04-17
498267,41,03fe1b4a-101f-4950-8497-385e47b6b081,4,290.44,2025-04-04
123841,4,6b7dc8a1-ee58-495a-b269-b0566bd87438,5,388.97,2025-02-15
171972,45,f2eaed9a-9b02-494c-b0f0-a60148ca6c94,3,37.3,2025-03-22
589671,39,496f9e1c-f9c7-4207-b12e-0437fac216d7,3,226.31,2025-03-22
418067,6,75ba2fc8-62cc-48c5-aeb3-0b549478b130,4,303.11,2025-05-15
243408,52,c2f2b6f0-2e19-4126-9713-4f776d1f3614,4,277.17,2025-05-03
271200,23,9232557b-4f4c-45eb-badb-dbe4ee9546cb,2,329.26,2025-03-12
813331,100,b4adc319-4498-4a3c-ace0-aeeec7d3337d,1,416.13,2025-06-14
489653,57,3a3c5186-6083-4f0e-b094-8a4fde103455,2,128.24,2025-04-25
457655,84,51f6ce03-e2b6-4c1f-8f0b-adc9238ce551,4,405.52,2025-05-15
896143,6,5486a1d0-305a-4e93-aa67-db35fe18b0b6,1,113.44,2025-06-30
956924,56,791bee48-7cb6-4a2d-83da-062dbdd8c626,5,292.38,2025-05-28
956603,83,e7a46479-6d5c-4b7c-9995-c82021d1f2ab,3,302.58,2025-05-14
745052,20,f5414c3b-61e3-4686-82c4-e596cf86494e,3,255.62,2025-04-22
471691,11,00382b8d-7bd3-41f3-be17-45bd47b689af,5,108.59,2025-06-28
343733,34,988f3919-67dd-461b-81b1-4e939ce996b5,1,256.52,2025-05-20
342406,33,c943b0ec-993a-46fb-ad86-c077e19de4cf,2,326.21,2025-02-24
404282,34,c6f6aec5-c3ae-4ab4-abf6-13c0092a0e66,5,340.74,2025-02-28
628134,63,354d69c9-ec86-4fe8-8e16-151681441d28,5,32.54,2025-03-29
418703,28,602045ce-a5a6-4e8c-b862-3a8b55f848c4,2,337.77,2025-04-12
481384,98,3560e760-2cec-4295-b1a4-c37b8362b1d5,2,14.27,2025-04-22
406362,20,96ac910b-0bda-4b4e-9cb2-55dfef535fcb,2,254.63,2025-04-09
792361,98,98e070cb-0cb2-4270-9da3-860dd7afa639,3,133.09,2025-07-05
983559,24,4113112d-ace9-4fb7-9493-b4904eb5800b,2,476.71,2025-06-01
847805,41,0b1f35de-0aa7-4e48-a1b2-44f3c5d1daf3,4,153.9,2025-04-11
905343,82,9112a8bb-bf14-457d-9767-d53942453d4e,3,254.14,2025-04-28
633257,34,dd5246d4-62a3-4aed-afd5-6ca901d4bf00,3,220.03,2025-03-06
513771,69,fd9e0c7b-9ebc-444c-bf1b-30435de5ff90,2,340.41,2025-05-18
473914,80,f7c3e820-d398-448f-9b4e-b7f8715dd940,3,175.27,2025-07-09
979881,43,bbed9403-30b0-4ab8-9627-4fd2ee895374,2,431.72,2025-01-25
129138,46,00306eaa-9922-427c-9c45-048217e57542,3,257.0,2025-05-11
315235,64,737bbb7a-eab4-44a9-83e3-73b5e02d45cf,5,309.51,2025-05-21
454697,60,34d04d67-c500-4c3d-a134-0596d60e4f63,1,103.5,2025-03-27
932484,95,b1e9cfab-13f5-4bed-99b4-7f94a13838e7,3,26.77,2025-01-19
135188,77,520814fe-e593-4a0c-9ecf-1c16bc389725,5,109.63,2025-05-02
761019,28,ee840762-ce63-4ae1-bca8-2ac1844a83e3,3,145.26,2025-07-08
848543,63,49b9ffee-45bb-448c-aea4-1458cb54420c,3,219.57,2025-03-13
869124,83,2794d0db-8471-4424-9eb6-ba71169ad5bf,5,246.12,2025-05-16
248402,30,e446384a-8a56-4290-9cba-9c2d07a06548,4,298.22,2025-05-11
268527,29,88292e99-a872-47a7-8d54-884b8831ad23,3,175.27,2025-03-13
255618,15,ca57d0b1-223b-41ce-9dc8-4adae56b7405,5,474.42,2025-02-15
702561,19,cbeae386-bc83-423e-914c-3138e920486d,5,210.47,2025-02-19
643728,35,6348687e-c4a9-4101-8c8c-e0d5ed5a70d1,1,104.27,2025-07-06
400945,64,81498c45-5dd6-4c77-9783-0bbef9bb470e,5,456.41,2025-03-31
259535,36,988c9321-08df-44ae-b7a6-427ceaabd312,5,272.98,2025-06-05
207897,19,45a8ef01-fea2-4986-b758-d779225583ab,5,371.81,2025-05-15
536435,63,85151ea4-5b08-4a8b-8ee7-d4fa04641a5b,1,163.14,2025-07-08
520828,42,d200f0ad-d9fd-4a7c-80a3-f766c4c31f5c,1,84.73,2025-03-06
219960,44,edf8becb-2f25-4d78-b84c-d288a1120017,2,163.5,2025-05-17
257979,10,96e6a732-caa2-405b-a129-15e2ffa8b228,3,338.13,2025-05-27
912543,76,71d0777d-33d0-4b2d-be11-9730df22a9ce,3,299.31,2025-05-10
555860,22,49294264-e60c-4d1f-a48a-24c237dbba94,1,345.77,2025-05-29
548698,66,0dc27c08-5279-4f9e-b2c4-3f850a409747,4,53.46,2025-02-16
146579,7,68ffaf82-a4a8-4348-a201-9977ccd95eef,5,138.74,2025-05-26
297192,38,44b1be26-b804-44a0-a95f-3883889a029b,4,119.9,2025-02-15
813385,60,3a44fea5-33e2-4097-91d4-b7ba8aab8e9b,2,192.5,2025-03-24
906073,59,de784c0c-2b8c-4318-872b-ca7f7cf9ca3d,2,227.87,2025-04-10
632363,71,57c3aca2-04ab-4e90-99e4-8e3444b01664,2,303.65,2025-05-04
813715,3,ad1c7efe-e928-457b-aed9-5b37805fb570,4,416.58,2025-03-06
704654,33,9f799a2e-7f6f-4e05-84ac-c66902f012d0,4,118.46,2025-02-10
468309,90,60974f2e-ac2f-4b10-ad70-8ad19729d250,5,206.03,2025-05-12
142316,1,2b6f02fb-57e7-48aa-a217-071f794c6ad8,1,94.27,2025-06-10
724183,21,272a6bd0-fe0f-4127-ad47-ba1b5a14407c,1,313.93,2025-01-24
168419,83,28249893-4bc8-4f03-b81e-b623f0baaae7,4,125.27,2025-04-23
736638,85,884b7371-ec29-409f-9c6c-a7abcc1164fb,1,488.97,2025-02-06
880767,12,e95fcf5b-e3cf-4a13-ad15-f697ac239f27,1,46.74,2025-04-16
727366,24,47b50ff9-e896-4991-94c1-56dc6fedf8fd,5,203.54,2025-01-18
808482,40,3af4c56d-0a40-40b8-9878-66e58efde132,5,471.84,2025-03-11
714874,76,fbc7e5c6-c31f-4fa1-8735-ae7030003cbd,3,53.41,2025-03-24
425256,72,d4d0b04f-10ed-4b4c-88ec-d4c72be37bce,5,96.67,2025-03-18
178196,13,f1b7476b-cea3-4a57-a060-a2f6ddd91821,3,408.17,2025-06-02
995347,29,f62f270f-19e1-408a-bd3c-f4c3755840bd,4,387.82,2025-05-12
809563,47,fd4d0444-9131-4667-a2a2-681ea51ecf74,1,406.95,2025-06-13
550346,58,76c18977-5606-42ad-bd0e-73cd81185334,1,299.92,2025-03-23
850108,38,828229c0-6121-4d08-9953-5682aa66bce2,3,95.25,2025-02-25
420504,96,6ab4eb53-dcd8-4d58-91a2-dd7743ecc77f,4,238.07,2025-07-09
547629,63,b51f220d-ad25-4ad2-a45c-83534f484157,5,26.33,2025-03-23
394344,6,dbda6924-7cf1-4060-94bc-26ac6afab350,3,105.33,2025-03-07
579623,12,b70d8e73-33dd-43c6-8b86-170a3112b027,3,457.85,2025-03-03
435954,100,d8d28e58-1202-4487-bb13-a267f15b6d60,5,48.29,2025-01-27
651376,77,fe540660-4ffa-413c-8599-055b19a17025,4,327.47,2025-03-29
242859,10,3f4391d7-1fa7-4b1d-8608-05d23fc7d9e5,4,470.51,2025-03-20
268358,21,7f0ac908-a571-4f4f-9d3e-795beeb5d537,5,122.08,2025-01-19
373308,57,3a9cc8f4-41ae-413f-9f8a-438213cc8730,5,37.47,2025-01-26
185236,32,8b168f70-f37e-4d78-ad45-667e7e2e6b51,1,124.91,2025-02-16
676679,69,9c6c4904-9b82-489a-a7a8-d3c851fc04f2,3,166.6,2025-03-30
